prodcode,dmdcode,bnfcode,cprd_name,productname,drugsubstance,strength,formulation,route,snomed_code,dm_d_product_description,bnf_name
15899,NA,NA,emulsifying soap,NA,NA,NA,NA,NA,NA,NA,NA
2340,14609511000001100,NA,white soft paraffin solid,White soft paraffin solid,White soft paraffin,1mg/1mg,Ointment,Cutaneous,NA,NA,NA
5099,331533006,1302010U0AAAEAE,urea 10% / lactic acid 5% cream,Urea 10% / Lactic acid 5% cream,Urea/Lactic acid,100mg/1gram + 50mg/1gram,Cream,Cutaneous,331533006,Urea 10% / Lactic acid 5% cream,Urea 10% / Lactic acid 5% cream
69229,33690811000001104,NA,white soft paraffin 15% / liquid paraffin 6% cream,White soft paraffin 15% / Liquid paraffin 6% cream,Liquid paraffin/White soft paraffin,60mg/1gram + 150mg/1gram,Cream,Cutaneous,NA,NA,NA
15300,4232611000001100,1302010U0BGAEAK,eucerin dry skin relief 5% face cream with urea (beiersdorf uk ltd),Eucerin Dry Skin Relief 5% face cream with urea (Beiersdorf UK Ltd),Urea,50mg/1gram,Cream,Cutaneous,4232611000001100,Eucerin Dry Skin Relief 5% face cream (Beiersdorf UK Ltd),Eucerin Dry Skin Relief 5% face cream
5693,NA,NA,aveeno lotion (johnson & johnson ltd),NA,NA,NA,NA,NA,NA,NA,NA
1108,NA,NA,unguentum merck cream (crookes healthcare ltd),NA,NA,NA,NA,NA,NA,NA,NA
62247,NA,NA,imuderm emollient (clinisupplies ltd),NA,NA,NA,NA,NA,NA,NA,NA
62391,NA,NA,r1 gel 6g sachets (water-jel europe llp),NA,NA,NA,NA,NA,NA,NA,NA
30800,NA,NA,aveeno 75ml cream (bioglan laboratories ltd),NA,NA,NA,NA,NA,NA,NA,NA
50978,NA,NA,oilatum natural repair face cream (glaxosmithkline consumer healthcare),NA,NA,NA,NA,NA,NA,NA,NA
62575,NA,NA,avene xeracalm a.d lipid-replenishing cream (pierre fabre dermo-cosmetique),NA,NA,NA,NA,NA,NA,NA,NA
35756,11788511000001108,NA,white soft paraffin 5% lotion,White soft paraffin 5% lotion,White soft paraffin,50mg/1gram,Liquid,Cutaneous,NA,NA,NA
62674,NA,NA,avene xeracalm a.d lipid-replenishing balm (pierre fabre dermo-cosmetique),NA,NA,NA,NA,NA,NA,NA,NA
24969,NA,NA,vaseline dermacare lotion (elida faberge),NA,NA,NA,NA,NA,NA,NA,NA
60026,NA,NA,generic aveeno lotion,NA,NA,NA,NA,NA,NA,NA,NA
49681,NA,NA,aveeno cream (mawdsley-brooks & company ltd),NA,NA,NA,NA,NA,NA,NA,NA
72506,33688611000001104,NA,emcrem cream (glenmark pharmaceuticals europe ltd),Emcrem cream (Glenmark Pharmaceuticals Europe Ltd),White soft paraffin/Liquid paraffin,150mg/1gram + 60mg/1gram,Cream,Cutaneous,NA,NA,NA
72010,NA,NA,pyrrolidone carboxylic acid cream,NA,NA,NA,NA,NA,NA,NA,NA
18169,9387711000001106,1301010W0BBAAAB,lansinoh brand lanolin ointment (lansinoh (uk) ltd),Lansinoh Brand Lanolin ointment (Lansinoh (UK) Ltd),Wool fat,1mg/1mg,Ointment,Cutaneous,9387711000001106,Lansinoh Brand Lanolin ointment (Lansinoh (UK) Ltd),Lansinoh Brand Lanolin ointment
78154,NA,NA,liquid paraffin in white soft paraffin 50%with50% ointment (pure health),NA,NA,NA,NA,NA,NA,NA,NA
23137,NA,NA,emollient with hypoallergenic lanolin cream,NA,NA,NA,NA,NA,NA,NA,NA
8011,2966711000001106,1302010U0BDAAAF,nutraplus 10% cream (galderma (uk) ltd),Nutraplus 10% cream (Galderma (UK) Ltd),Urea,100mg/1gram,Cream,Cutaneous,2966711000001106,Nutraplus 10% cream (Galderma (UK) Ltd),Nutraplus 10% cream
74633,NA,NA,udderly smooth moisturising cream (glanford ltd),NA,NA,NA,NA,NA,NA,NA,NA
66278,31342811000001104,NA,doublegel (penlan healthcare ltd),DoubleGel (Penlan Healthcare Ltd),Isopropyl myristate/Liquid paraffin,150mg/1gram + 150mg/1gram,Gel,Cutaneous,NA,NA,NA
65071,NA,NA,elave body wash (ovelle pharmaceuticals),NA,NA,NA,NA,NA,NA,NA,NA
75248,NA,NA,boots baby sensitive skin moisturising cream (the boots company plc),NA,NA,NA,NA,NA,NA,NA,NA
4090,3789611000001106,130201000BBDPBX,neutrogena norwegian formula 40% dermatological cream (johnson & johnson ltd),Neutrogena Norwegian Formula 40% dermatological cream (Johnson & Johnson Ltd),Glycerol,400mg/1gram,Cream,Cutaneous,3789611000001106,Neutrogena Norwegian Formula 40% dermatological cream (Johnson & Johnson Ltd),Neutrogena Norwegian Formula 40% dermatological cream
1599,2933211000001103,1302010U0BHAAAN,balneum plus cream (almirall ltd),Balneum Plus cream (Almirall Ltd),Urea/Lauromacrogols,50mg/1gram + 30mg/1gram,Cream,Cutaneous,2933211000001103,Balneum Plus cream (Almirall Ltd),Balneum Plus cream
71980,34916411000001108,21220000284,epimax excetra cream (aspire pharma ltd),ExCetra cream (Dermato Logical Ltd),White soft paraffin/Liquid paraffin light,132mg/1gram + 105mg/1gram,Cream,Cutaneous,34916411000001108,Epimax excetra cream (Aspire Pharma Ltd),Epimax excetra cream
11378,NA,NA,"liquid paraffin with benzalkonium, chlorhexidine and isopropyl myristate emollient",NA,NA,NA,NA,NA,NA,NA,NA
12233,39775001000027104,NA,locobase ointment (yamanouchi pharma ltd),Locobase Ointment (Yamanouchi Pharma Ltd),Magnesium sulfate dried/Phenoxyethanol/Wool alcohols ointment,5mg/1gram + 10mg/1gram + 500mg/1gram,Ointment,Cutaneous,NA,NA,NA
68791,NA,NA,elena's body lotion with tea tree (elena's nature collection ltd),NA,NA,NA,NA,NA,NA,NA,NA
45713,NA,NA,qv gentle wash (crawford healthcare ltd),NA,NA,NA,NA,NA,NA,NA,NA
4072,NA,NA,emlloient cream,NA,NA,NA,NA,NA,NA,NA,NA
962,3491511000001101,130201000BBAEA3,diprobase ointment (merck sharp & dohme ltd),Diprobase ointment (Bayer Plc),White soft paraffin/Liquid paraffin,950mg/1gram + 50mg/1gram,Ointment,Cutaneous,3491511000001101,Diprobase ointment (Bayer Plc),Diprobase ointment
43908,NA,NA,oilatum lotion (glaxosmithkline consumer healthcare),NA,NA,NA,NA,NA,NA,NA,NA
44747,NA,NA,aquamol cream (thornton & ross ltd),NA,NA,NA,NA,NA,NA,NA,NA
28814,20205001000027108,NA,simple ointment (thornton & ross ltd),Simple Ointment (Thornton & Ross Ltd),Wool fat/Cetostearyl alcohol/Hard paraffin/White soft paraffin,50mg/1gram + 50mg/1gram + 50mg/1gram + 850mg/1gram,Ointment,Cutaneous,NA,NA,NA
64539,NA,NA,elave shampoo (ovelle pharmaceuticals),NA,NA,NA,NA,NA,NA,NA,NA
7287,3376311000001102,130201000AACDCD,white soft paraffin 15% / liquid paraffin light 6% cream,White soft paraffin 15% / Liquid paraffin light 6% cream,White soft paraffin/Liquid paraffin light,150mg/1gram + 60mg/1gram,Cream,Cutaneous,3376311000001102,White soft paraffin 15% / Liquid paraffin light 6% cream,White soft paraffin 15% / Liquid paraffin light 6% cream
68490,32392711000001100,NA,urea 25% in aqueous cream,Urea 25% in Aqueous cream,Urea,250mg/1gram,Cream,Route of administration not applicable,NA,NA,NA
72494,33533411000001100,NA,aquaderm cetomacrogol cream (formula a) (impectron ltd),AquaDerm Cetomacrogol cream (Formula A) (Impectron Ltd),White soft paraffin/Cetostearyl alcohol/Macrogol cetostearyl ether 22/Liquid paraffin/Chlorocresol/Purified water,150mg/1gram + 72mg/1gram + 18mg/1gram + 60mg/1gram + 1mg/1gram + 699mg/1gram,Cream,Cutaneous,NA,NA,NA
62816,3767311000001109,1301010D0AAAAAA,cetomacrogol cream (formula a) (thornton & ross ltd),Cetomacrogol cream (Formula A) (Thornton & Ross Ltd),White soft paraffin/Cetostearyl alcohol/Macrogol cetostearyl ether 22/Liquid paraffin/Chlorocresol/Purified water,150mg/1gram + 72mg/1gram + 18mg/1gram + 60mg/1gram + 1mg/1gram + 699mg/1gram,Cream,Cutaneous,3767311000001109,Cetomacrogol cream (Formula A) (Thornton & Ross Ltd),Cetomacrogol cream (Formula A)
76005,NA,NA,urea 20% in aqueous cream,NA,NA,NA,NA,NA,NA,NA,NA
4109,14654811000001104,NA,cetomacrogol cream (formula a),Cetomacrogol cream (Formula A),White soft paraffin/Cetostearyl alcohol/Macrogol cetostearyl ether 22/Liquid paraffin/Chlorocresol/Purified water,150mg/1gram + 72mg/1gram + 18mg/1gram + 60mg/1gram + 1mg/1gram + 699mg/1gram,Cream,Cutaneous,NA,NA,NA
27769,NA,NA,herbal emollient cream,NA,NA,NA,NA,NA,NA,NA,NA
22290,NA,NA,ps-98 cream (pharmavita),NA,NA,NA,NA,NA,NA,NA,NA
30247,28695001000027108,NA,yellow soft paraffin gel (celltech pharma europe ltd),Yellow soft paraffin gel (Celltech Pharma Europe Ltd),Yellow soft paraffin,1mg/1mg,Ointment,Cutaneous,NA,NA,NA
41386,239255001000027100,NA,betamethasone 0.1% ointment in emollient cream 50:50,Betamethasone 0.1% ointment in emollient cream 50:50,Betamethasone Valerate,50:50,Ointment,Topical,NA,NA,NA
10366,NA,NA,dermalex skin lotion (sanofi-synthelabo ltd),NA,NA,NA,NA,NA,NA,NA,NA
52059,3422211000001102,130201000AAALAL,generic e45 cream,Generic E45 cream,Wool fat/Liquid paraffin light/White soft paraffin,10mg/1gram + 126mg/1gram + 145mg/1gram,Cream,Cutaneous,3422211000001102,Generic E45 cream,Generic E45 cream
24981,3302611000001102,130201000AAA6A6,white soft paraffin 50% / liquid paraffin 50% ointment (j m loveridge ltd),White soft paraffin 50% / Liquid paraffin 50% ointment (J M Loveridge Ltd),Liquid paraffin/White soft paraffin,500mg/1gram + 500mg/1gram,Ointment,Cutaneous,3302611000001102,White soft paraffin 50% / Liquid paraffin 50% ointment (J M Loveridge Ltd),White soft paraffin 50% / Liquid paraffin 50% ointment
62488,NA,NA,white soft paraffin 35% / liquid paraffin light 45% ointment,NA,NA,NA,NA,NA,NA,NA,NA
34050,726711000001106,1302010F0AAADAD,emulsifying ointment (teva uk ltd),Emulsifying ointment (Teva UK Ltd),Emulsifying wax/White soft paraffin/Liquid paraffin,300mg/1gram + 500mg/1gram + 200mg/1gram,Ointment,Cutaneous,726711000001106,Emulsifying ointment (Teva UK Ltd),Emulsifying ointment
43443,13627811000001104,1302010M0AAAAAA,yellow soft paraffin solid (pinewood healthcare),Yellow soft paraffin solid (Pinewood Healthcare),Yellow soft paraffin,1mg/1mg,Ointment,Cutaneous,13627811000001104,Yellow soft paraffin solid (Pinewood Healthcare),Yellow soft paraffin solid
68136,NA,NA,emulfin ointment (ennogen healthcare ltd),NA,NA,NA,NA,NA,NA,NA,NA
76066,NA,NA,ovelle aqueous cream (ovelle pharmaceuticals),NA,NA,NA,NA,NA,NA,NA,NA
31952,4063811000001107,0106030P0AAABAB,liquid paraffin liquid (a a h pharmaceuticals ltd),Liquid paraffin liquid (A A H Pharmaceuticals Ltd),Liquid paraffin,1ml/1ml,Liquid,Oral,4063811000001107,Liquid paraffin liquid (A A H Pharmaceuticals Ltd),Liquid paraffin liquid
37951,3719711000001104,1302010M0AAAAAA,yellow soft paraffin solid (a a h pharmaceuticals ltd),Yellow soft paraffin solid (A A H Pharmaceuticals Ltd),Yellow soft paraffin,1mg/1mg,Ointment,Cutaneous,3719711000001104,Yellow soft paraffin solid (A A H Pharmaceuticals Ltd),Yellow soft paraffin solid
34369,304811000001102,1302010F0AAADAD,emulsifying ointment (ecolab healthcare division),Emulsifying ointment (Ecolab Healthcare Division),Emulsifying wax/White soft paraffin/Liquid paraffin,300mg/1gram + 500mg/1gram + 200mg/1gram,Ointment,Cutaneous,304811000001102,Emulsifying ointment (Ecolab Healthcare Division),Emulsifying ointment
48774,NA,NA,white soft paraffin 30% / liquid paraffin 40% ointment,NA,NA,NA,NA,NA,NA,NA,NA
78649,NA,NA,emulsifying ointment (actavis uk ltd),NA,NA,NA,NA,NA,NA,NA,NA
80730,NA,NA,emulsifess ointment (essential-healthcare ltd),NA,NA,NA,NA,NA,NA,NA,NA
47632,NA,NA,aquamax wash (dermato logical ltd),NA,NA,NA,NA,NA,NA,NA,NA
17974,659311000001108,130201100AAAMAM,aqueous cream (thornton & ross ltd),Aqueous cream (Thornton & Ross Ltd),Emulsifying wax/White soft paraffin/Liquid paraffin/Phenoxyethanol/Purified water,90mg/1gram + 150mg/1gram + 60mg/1gram + 10mg/1gram + 690mg/1gram,Cream,Cutaneous,659311000001108,Aqueous cream (Thornton & Ross Ltd),Aqueous cream
37083,16246911000001100,NA,white soft paraffin 75% / liquid paraffin 25% ointment,White soft paraffin 75% / Liquid paraffin 25% ointment,Liquid Paraffin/white Soft Paraffin,75% + 25%,Ointment,Route of administration not applicable,NA,NA,NA
68842,33532211000001104,NA,aquaderm liquid paraffin 50% in white soft paraffin ointment (impectron ltd),AquaDerm Liquid Paraffin 50% in White Soft Paraffin ointment (Impectron Ltd),Liquid paraffin/White soft paraffin,500mg/1gram + 500mg/1gram,Ointment,Cutaneous,NA,NA,NA
73866,NA,NA,e45 eczema repair cream (reckitt benckiser healthcare (uk) ltd),NA,NA,NA,NA,NA,NA,NA,NA
3232,366111000001103,21220000273,hydromol 2.5% cream (alliance pharmaceuticals ltd),Hydromol 2.5% cream (Alliance Pharmaceuticals Ltd),Sodium pidolate/Sodium lactate/Liquid paraffin/Isopropyl myristate,25mg/1gram + 10mg/1gram + 100mg/1gram + 50mg/1gram,Cream,Cutaneous,366111000001103,Hydromol 2.5% cream (Alliance Pharmaceuticals Ltd),Hydromol 2.5% cream
5452,2915511000001107,130201000BBJEA6,the 50:50 ointment (the boots company plc),The 50:50 Ointment (The Boots Company Plc),Liquid paraffin/White soft paraffin,500mg/1gram + 500mg/1gram,Ointment,Cutaneous,2915511000001107,The 50:50 Ointment (The Boots Company Plc),The 50:50 Ointment
79168,NA,NA,white soft paraffin 50% / liquid paraffin 50% ointment (kent pharmaceuticals ltd),NA,NA,NA,NA,NA,NA,NA,NA
6726,3655311000001100,130201000AACACA,isopropyl myristate 15% / liquid paraffin 15% gel,Isopropyl myristate 15% / Liquid paraffin 15% gel,Isopropyl myristate/Liquid paraffin,150mg/1gram + 150mg/1gram,Gel,Cutaneous,3655311000001100,Isopropyl myristate 15% / Liquid paraffin 15% gel,Isopropyl myristate 15% / Liquid paraffin 15% gel
59023,NA,NA,generic e45 emollient wash cream,NA,NA,NA,NA,NA,NA,NA,NA
59,14607911000001100,NA,aqueous cream,Aqueous cream,Emulsifying wax/White soft paraffin/Liquid paraffin/Phenoxyethanol/Purified water,90mg/1gram + 150mg/1gram + 60mg/1gram + 10mg/1gram + 690mg/1gram,Cream,Cutaneous,NA,NA,NA
58138,9787511000001102,130201100AAAMAM,aqueous cream (almus pharmaceuticals ltd),Aqueous cream (Almus Pharmaceuticals Ltd),Emulsifying wax/White soft paraffin/Liquid paraffin/Phenoxyethanol/Purified water,90mg/1gram + 150mg/1gram + 60mg/1gram + 10mg/1gram + 690mg/1gram,Cream,Cutaneous,9787511000001102,Aqueous cream (Almus Pharmaceuticals Ltd),Aqueous cream
78864,NA,NA,emulsifying ointment (mawdsley-brooks & company ltd),NA,NA,NA,NA,NA,NA,NA,NA
5656,2917011000001106,130201000BBILA6,pure health liquid paraffin/white soft paraffin (lexon (uk) ltd),Pure Health Liquid Paraffin/White Soft Paraffin (Lexon (UK) Ltd),Liquid paraffin/White soft paraffin,500mg/1gram + 500mg/1gram,Ointment,Cutaneous,2917011000001106,Pure Health Liquid Paraffin/White Soft Paraffin (Lexon (UK) Ltd),Pure Health Liquid Paraffin/White Soft Paraffin
72833,NA,NA,generic e45 emollient bath oil,NA,NA,NA,NA,NA,NA,NA,NA
59214,28557511000001104,NA,emulsifying wax 3% cutaneous emulsion,Emulsifying wax 3% cutaneous emulsion,Emulsifying wax,30mg/1gram,Cutaneous emulsion,Cutaneous,NA,NA,NA
78156,NA,NA,yellow soft paraffin solid (thornton & ross ltd),NA,NA,NA,NA,NA,NA,NA,NA
73647,9793611000001108,NA,emulsifying ointment (almus pharmaceuticals ltd),Emulsifying ointment (Almus Pharmaceuticals Ltd),Emulsifying wax/White soft paraffin/Liquid paraffin,300mg/1gram + 500mg/1gram + 200mg/1gram,Ointment,Cutaneous,NA,NA,NA
33791,3307011000001106,1302010Y0AAAAAA,hydrous ointment (ecolab healthcare division),Hydrous ointment (Ecolab Healthcare Division),Magnesium sulfate dried/Phenoxyethanol/Wool alcohols ointment,5mg/1gram + 10mg/1gram + 500mg/1gram,Ointment,Cutaneous,3307011000001106,Hydrous ointment (Ecolab Healthcare Division),Hydrous ointment
64,545211000001106,130201000BBBAAL,e45 cream (forum health products ltd),E45 cream (Forum Health Products Ltd),Wool fat/Liquid paraffin light/White soft paraffin,10mg/1gram + 126mg/1gram + 145mg/1gram,Cream,Cutaneous,545211000001106,E45 cream (Forum Health Products Ltd),E45 cream
72200,35070911000001108,NA,kreamoint 50:50 ointment (essential-healthcare ltd),KreaMoint 50:50 ointment (Essential-Healthcare Ltd),Liquid paraffin/White soft paraffin,500mg/1gram + 500mg/1gram,Ointment,Cutaneous,NA,NA,NA
40602,916011000001107,130201100AAAMAM,aqueous cream (teva uk ltd),Aqueous cream (Teva UK Ltd),Emulsifying wax/White soft paraffin/Liquid paraffin/Phenoxyethanol/Purified water,90mg/1gram + 150mg/1gram + 60mg/1gram + 10mg/1gram + 690mg/1gram,Cream,Cutaneous,916011000001107,Aqueous cream (Teva UK Ltd),Aqueous cream
63044,23881311000001100,1302010F0AAADAD,emulsifying ointment (de pharmaceuticals),Emulsifying ointment (DE Pharmaceuticals),Emulsifying wax/White soft paraffin/Liquid paraffin,300mg/1gram + 500mg/1gram + 200mg/1gram,Ointment,Cutaneous,23881311000001100,Emulsifying ointment (DE Pharmaceuticals),Emulsifying ointment
70407,33532611000001108,21220000270,aquaderm hydrous ointment (impectron ltd),AquaDerm Hydrous ointment (Impectron Ltd),Magnesium sulfate dried/Phenoxyethanol/Wool alcohols ointment,5mg/1gram + 10mg/1gram + 500mg/1gram,Ointment,Cutaneous,33532611000001108,AquaDerm Hydrous ointment (Impectron Ltd),AquaDerm Hydrous ointment
62834,28557911000001104,NA,emulsifying wax 3% cutaneous emulsion (special order),Emulsifying wax 3% cutaneous emulsion (Special Order),Emulsifying wax,30mg/1gram,Cutaneous emulsion,Cutaneous,28557911000001104,Emulsifying wax 3% cutaneous emulsion (Special Order),NA
54537,NA,NA,emulsifying ointment 50% / liquid paraffin 50% ointment,NA,NA,NA,NA,NA,NA,NA,NA
34726,17337111000001108,NA,aqueous cream (co-pharma ltd),Aqueous cream (Strides Shasun (UK) Ltd),Emulsifying wax/White soft paraffin/Liquid paraffin/Phenoxyethanol/Purified water,90mg/1gram + 150mg/1gram + 60mg/1gram + 10mg/1gram + 690mg/1gram,Cream,Cutaneous,NA,NA,NA
4641,331384006,130201000AAA6A6,white soft paraffin 50% / liquid paraffin 50% ointment,White soft paraffin 50% / Liquid paraffin 50% ointment,Liquid paraffin/White soft paraffin,500mg/1gram + 500mg/1gram,Ointment,Cutaneous,331384006,White soft paraffin 50% / Liquid paraffin 50% ointment,White soft paraffin 50% / Liquid paraffin 50% ointment
74263,781111000001109,130201100AAAMAM,aqueous cream (the boots company plc),Aqueous cream (The Boots Company Plc),Emulsifying wax/White soft paraffin/Liquid paraffin/Phenoxyethanol/Purified water,90mg/1gram + 150mg/1gram + 60mg/1gram + 10mg/1gram + 690mg/1gram,Cream,Cutaneous,781111000001109,Aqueous cream (The Boots Company Plc),Aqueous cream
64262,19710811000001104,130201100AAAMAM,aqueous cream (vantage),Aqueous cream (Vantage),Emulsifying wax/White soft paraffin/Liquid paraffin/Phenoxyethanol/Purified water,90mg/1gram + 150mg/1gram + 60mg/1gram + 10mg/1gram + 690mg/1gram,Cream,Cutaneous,19710811000001104,Aqueous cream (Vantage),Aqueous cream
37975,358711000001105,1302010F0AAADAD,emulsifying ointment (a a h pharmaceuticals ltd),Emulsifying ointment (A A H Pharmaceuticals Ltd),Emulsifying wax/White soft paraffin/Liquid paraffin,300mg/1gram + 500mg/1gram + 200mg/1gram,Ointment,Cutaneous,358711000001105,Emulsifying ointment (A A H Pharmaceuticals Ltd),Emulsifying ointment
29346,3306911000001107,130201000AAA6A6,white soft paraffin 50% / liquid paraffin 50% ointment (thornton & ross ltd),White soft paraffin 50% / Liquid paraffin 50% ointment (Thornton & Ross Ltd),Liquid paraffin/White soft paraffin,500mg/1gram + 500mg/1gram,Ointment,Cutaneous,3306911000001107,White soft paraffin 50% / Liquid paraffin 50% ointment (Thornton & Ross Ltd),White soft paraffin 50% / Liquid paraffin 50% ointment
75983,NA,NA,ovelle emulsifying ointment (ennogen healthcare ltd),NA,NA,NA,NA,NA,NA,NA,NA
43933,3004811000001108,1302010Y0AAAAAA,hydrous ointment (a a h pharmaceuticals ltd),Hydrous ointment (A A H Pharmaceuticals Ltd),Magnesium sulfate dried/Phenoxyethanol/Wool alcohols ointment,5mg/1gram + 10mg/1gram + 500mg/1gram,Ointment,Cutaneous,3004811000001108,Hydrous ointment (A A H Pharmaceuticals Ltd),Hydrous ointment
67378,30961611000001100,NA,hypobase gel (galen ltd),HypoBase gel (Aspire Pharma Ltd),Isopropyl myristate/Liquid paraffin,150mg/1gram + 150mg/1gram,Gel,Cutaneous,NA,NA,NA
5359,NA,NA,e45 emollient shower cream (reckitt benckiser healthcare (uk) ltd),NA,NA,NA,NA,NA,NA,NA,NA
76022,NA,NA,generic aquamax wash,NA,NA,NA,NA,NA,NA,NA,NA
5820,NA,NA,e45 lotion (forum health products ltd),NA,NA,NA,NA,NA,NA,NA,NA
4703,NA,NA,e45 emollient bath oil (forum health products ltd),NA,NA,NA,NA,NA,NA,NA,NA
71765,NA,NA,generic exocream,NA,NA,NA,NA,NA,NA,NA,NA
64541,28972611000001100,NA,pure health liquid paraffin 50% in white soft paraffin ointment (lexon (uk) ltd),Pure Health Liquid Paraffin 50% in White Soft Paraffin ointment (Lexon (UK) Ltd),Liquid paraffin/White soft paraffin,500mg/1gram + 500mg/1gram,Ointment,Cutaneous,NA,NA,NA
42733,3721211000001104,1302010M0AAAAAA,yellow soft paraffin solid (j m loveridge ltd),Yellow soft paraffin solid (J M Loveridge Ltd),Yellow soft paraffin,1mg/1mg,Ointment,Cutaneous,3721211000001104,Yellow soft paraffin solid (J M Loveridge Ltd),Yellow soft paraffin solid
36105,49311000001101,130201100AAAMAM,aqueous cream (sandoz ltd),Aqueous cream (Sandoz Ltd),Emulsifying wax/White soft paraffin/Liquid paraffin/Phenoxyethanol/Purified water,90mg/1gram + 150mg/1gram + 60mg/1gram + 10mg/1gram + 690mg/1gram,Cream,Cutaneous,49311000001101,Aqueous cream (Sandoz Ltd),Aqueous cream
63887,13620011000001108,NA,emulsifying ointment (pinewood healthcare),Emulsifying ointment (Pinewood Healthcare),Emulsifying wax/White soft paraffin/Liquid paraffin,300mg/1gram + 500mg/1gram + 200mg/1gram,Ointment,Cutaneous,NA,NA,NA
28635,3305611000001106,1302010Y0AAAAAA,hydrous ointment (thornton & ross ltd),Hydrous ointment (Thornton & Ross Ltd),Magnesium sulfate dried/Phenoxyethanol/Wool alcohols ointment,5mg/1gram + 10mg/1gram + 500mg/1gram,Ointment,Cutaneous,3305611000001106,Hydrous ointment (Thornton & Ross Ltd),Hydrous ointment
7152,14609611000001102,1302010Y0AAAAAA,hydrous ointment,Hydrous ointment,Magnesium sulfate dried/Phenoxyethanol/Wool alcohols ointment,5mg/1gram + 10mg/1gram + 500mg/1gram,Ointment,Cutaneous,14609611000001102,Hydrous ointment,Hydrous ointment
