prodcode,productname,ingredient,bnftext,routeofadministration,dmdcode,therapyevents,bnfchapter,emo,top_cs,tcal,oral_cs,aza,metho,cic,myco,potency,injection,new202007
60614,aveeno skin relief moisturising lotion with menthol (johnson & johnson ltd),,emollient skin preparations,route of administration not applicable,2.43747110000e+16,541,13020102,1,,,,,,,,,,
46825,aquamax wash (dermato logical ltd),cetostearyl alcohol/liquid paraffin/white soft paraffin,emollient skin preparations,topical,3.05675001000e+17,37,13020102,1,,,,,,,,,,
45841,macrogol ointment (manufacturer unknown),magnesium sulfate dried/phenoxyethanol/wool alcohols ointment,emollient skin preparations,cutaneous,1.72055001000e+17,1,13020102,1,,,,,,,,,,
12310,balmandol bath additive (smith & nephew healthcare ltd),liquid paraffin/almond oil,emollient skin preparations,topical,1.84895001000e+17,1020,13020102,1,,,,,,,,,,
54382,clinisan emollient wash cream (synergy health plc),,emollient skin preparations,route of administration not applicable,2.09450110000e+16,45,13020102,1,,,,,,,,,,
79771,generic zeroveen cream,,emollient skin preparations,,3.44592110000e+16,3,13020102,1,,,,,,,,,,
40286,white soft paraffin 14.5% / liquid paraffin 12.6% cream,liquid paraffin/white soft paraffin,emollient skin preparations,cutaneous,1.47431110000e+16,1278,13020102,1,,,,,,,,,,
36814,light liquid paraffin with glycerol and white soft paraffin 10% with 10% with 5% cream,glycerol/liquid paraffin light/white soft paraffin,emollient skin preparations,topical,2.48255001000e+17,153,13020102,1,,,,,,,,,,
57193,elena's day cream special and night cream extra (elena's nature collection ltd),,emollient skin preparations,cutaneous,1.46918110000e+16,44,13020102,1,,,,,,,,,,
9849,eucerin intensive treatment cream (beiersdorf uk ltd),urea,emollient skin preparations,cutaneous,2.28325001000e+17,11850,13020102,1,,,,,,,,,,
60519,aveeno daily moisturising lotion (johnson & johnson ltd),,emollient skin preparations,route of administration not applicable,2.43737110000e+16,18745,13020102,1,,,,,,,,,,
53905,oilatum natural repair cream (glaxosmithkline consumer healthcare),,emollient skin preparations,route of administration not applicable,1.42254110000e+16,74,13020102,1,,,,,,,,,,
81198,cuderm moisturising cream (synergy biologics ltd),,emollient skin preparations,,3.28551110000e+16,1,13020102,1,,,,,,,,,,
73404,generic adex gel,,emollient skin preparations,,3.47660110000e+16,1,13020102,1,,,,,,,,,,
30226,e45 150ml wash (crookes healthcare ltd),,emollient skin preparations,,1.92165001000e+17,286,13020102,1,,,,,,,,,,
7119,hydromol ointment (alliance pharmaceuticals ltd),liquid paraffin/emulsifying wax/yellow soft paraffin,emollient skin preparations,topical,2.06885001000e+17,29654,13020102,1,,,,,,,,,,
37065,eumocream 25% cream (glaxosmithkline consumer healthcare),glycerol,emollient skin preparations,cutaneous,1.27914110000e+16,3593,13020102,1,,,,,,,,,,
61119,elena's ultimate body oil liquid (elena's nature collection ltd),,emollient skin preparations,route of administration not applicable,1.46181110000e+16,10,13020102,1,,,,,,,,,,
78446,exmaben cream (ascot laboratories ltd),white soft paraffin/liquid paraffin light,emollient skin preparations,cutaneous,3.49722110000e+16,3,13020102,1,,,,,,,,,,
14628,white soft paraffin 95% / liquid paraffin 5% ointment,white soft paraffin/liquid paraffin,emollient skin preparations,cutaneous,400760005,5104,13020102,1,,,,,,,,,,
46824,aquamax cream (dermato logical ltd),cetostearyl alcohol/liquid paraffin/white soft paraffin,emollient skin preparations,topical,3.05665001000e+17,270,13020102,1,,,,,,,,,,
69088,soffen cream (vitame ltd),white soft paraffin/liquid paraffin light,emollient skin preparations,cutaneous,2.84873110000e+16,43,13020102,1,,,,,,,,,,
8272,liquid paraffin 90% bath oil,liquid paraffin,emollient skin preparations,topical,2.12545001000e+17,75,13020102,1,,,,,,,,,,
57520,cetraben emollient cream (waymade healthcare plc),white soft paraffin/liquid paraffin light,emollient skin preparations,cutaneous,1.56204110000e+16,2349,13020102,1,,,,,,,,,,
11894,urea 5% / lauromacrogols 3% cream,urea/lauromacrogols,emollient skin preparations,cutaneous,331524009,13328,13020102,1,,,,,,,,,,
62366,generic emollin aerosol spray,,emollient skin preparations,,1.18806110000e+16,13,13020102,1,,,,,,,,,,
36725,qv cream (crawford healthcare ltd),glycerol/liquid paraffin light/white soft paraffin,emollient skin preparations,topical,2.48265001000e+17,1813,13020102,1,,,,,,,,,,
70056,urea 40% ointment,,emollient skin preparations,,3.00774110000e+16,6,13020102,1,,,,,,,,,,
70499,zeroveen cream (thornton & ross ltd),,emollient skin preparations,,3.44595110000e+16,27867,13020102,1,,,,,,,,,,
32627,unguentum merck crookes cream (crookes healthcare ltd),liquid paraffin/white soft paraffin,emollient skin preparations,topical,2.10595001000e+17,4,13020102,1,,,,,,,,,,
3158,epaderm ointment (medlock medical),liquid paraffin/emulsifying wax/yellow soft paraffin,emollient skin preparations,topical,2.21235001000e+17,211151,13020102,1,,,,,,,,,,
58075,generic aveeno cream,,emollient skin preparations,route of administration not applicable,3392111000001107,1274,13020102,1,,,,,,,,,,
34236,emollient lotion,liquid paraffin/white soft paraffin,emollient skin preparations,topical,1.75585001000e+17,17,13020102,1,,,,,,,,,,
72238,udderly smooth extra care cream with 10% urea (glanford ltd),,emollient skin preparations,,3.46709110000e+16,10,13020102,1,,,,,,,,,,
44547,tannic acid with menthol & phenol cream,menthol/phenol/tannic acid,emollient skin preparations,topical,2.32695001000e+17,1,13020102,1,,,,,,,,,,
70437,dermatonics dry skin balm (dermatonics ltd),,emollient skin preparations,,3.45611110000e+16,860,13020102,1,,,,,,,,,,
61214,aveeno daily moisturising lotion with lavender (johnson & johnson ltd),,emollient skin preparations,route of administration not applicable,2.43745110000e+16,280,13020102,1,,,,,,,,,,
37564,glycerol 25% cream,glycerol,emollient skin preparations,cutaneous,1.27977110000e+16,354,13020102,1,,,,,,,,,,
37263,vaseline intensive care essential moisture lotion (unilever uk home & personal care),,emollient skin preparations,,2.68035001000e+17,1328,13020102,1,,,,,,,,,,
61420,generic qv gentle wash,,emollient skin preparations,,1.78449110000e+16,4,13020102,1,,,,,,,,,,
61528,generic diprobase cream,,emollient skin preparations,cutaneous,3542311000001102,4361,13020102,1,,,,,,,,,,
67082,aproderm colloidal oat cream (fontus health ltd),,emollient skin preparations,,3.13423110000e+16,3660,13020102,1,,,,,,,,,,
44368,zerocream cream (zeroderma ltd),liquid paraffin/white soft paraffin,emollient skin preparations,cutaneous,2.57535001000e+17,12,13020102,1,,,,,,,,,,
68326,e45 derma protect fast acting 24h moisturiser spray (reckitt benckiser healthcare (uk) ltd),,emollient skin preparations,,3.31432110000e+16,237,13020102,1,,,,,,,,,,
15297,eucerin dry skin relief 5% cream with urea (beiersdorf uk ltd),urea,emollient skin preparations,cutaneous,4232411000001103,21571,13020102,1,,,,,,,,,,
54011,generic qv cream,glycerol/white soft paraffin/liquid paraffin light,emollient skin preparations,cutaneous,1.17878110000e+16,6,13020102,1,,,,,,,,,,
44933,zerocream (thornton & ross ltd),liquid paraffin/white soft paraffin,emollient skin preparations,cutaneous,1.47340110000e+16,85886,13020102,1,,,,,,,,,,
30326,sodium pidolate 5% cream,sodium pidolate,emollient skin preparations,topical,1.62895001000e+17,11,13020102,1,,,,,,,,,,
6361,white soft paraffin 13.2% / liquid paraffin light 10.5% cream,white soft paraffin/liquid paraffin light,emollient skin preparations,cutaneous,3376211000001105,64662,13020102,1,,,,,,,,,,
6247,e45 itch relief cream (forum health products ltd),urea/lauromacrogols,emollient skin preparations,cutaneous,2933811000001102,129239,13020102,1,,,,,,,,,,
46779,skin moisturiser (skinkind ltd),,emollient skin preparations,route of administration not applicable,1.86565110000e+16,3,13020102,1,,,,,,,,,,
3425,aquadrate 10% cream (alliance pharmaceuticals ltd),urea,emollient skin preparations,cutaneous,2963411000001105,40373,13020102,1,,,,,,,,,,
32561,emulsifying ointment (depuy healthcare),liquid paraffin/emulsifying wax/white soft paraffin,emollient skin preparations,cutaneous,5.82250010000e+16,4,13020102,1,,,,,,,,,,
77826,ovelle petroleum jelly white (ovelle pharmaceuticals),white soft paraffin,emollient skin preparations,cutaneous,3.58454110000e+16,12,13020102,1,,,,,,,,,,
71252,adex gel (dermal laboratories ltd),,emollient skin preparations,,3.47663110000e+16,8277,13020102,1,,,,,,,,,,
32260,white soft paraffin solid (teva uk ltd),white soft paraffin,emollient skin preparations,cutaneous,2876211000001104,987,13020102,1,,,,,,,,,,
41741,aqueous cream (depuy healthcare),emulsifying wax/white soft paraffin/liquid paraffin/phenoxyethanol/purified water,emollient skin preparations,cutaneous,5.69750010000e+16,3,13020102,1,,,,,,,,,,
4761,glycerol liquid,glycerol,emollient skin preparations,cutaneous/oral,4217811000001106,1619,13020102,1,,,,,,,,,,
17285,cetraben 90% bath additive (sankyo pharma uk ltd),liquid paraffin,emollient skin preparations,topical,2.12515001000e+17,43,13020102,1,,,,,,,,,,
68662,aproderm gel (fontus health ltd),,emollient skin preparations,,3.29494110000e+16,2,13020102,1,,,,,,,,,,
65887,aproderm emollient cream (fontus health ltd),,emollient skin preparations,,2.83901110000e+16,965,13020102,1,,,,,,,,,,
43604,ultrabase cream (derma uk ltd),,emollient skin preparations,cutaneous,3641411000001107,58748,13020102,1,,,,,,,,,,
65608,generic aveeno moisturising creamy oil,,emollient skin preparations,cutaneous,1.83495110000e+16,1,13020102,1,,,,,,,,,,
77721,cuderm moisturising lotion (synergy biologics ltd),,emollient skin preparations,,3.28559110000e+16,1,13020102,1,,,,,,,,,,
62390,r2 lotion 1g sachets (water-jel europe llp),,emollient skin preparations,,2.71488110000e+16,13,13020102,1,,,,,,,,,,
69144,enopen cream (ennogen healthcare ltd),white soft paraffin/liquid paraffin light,emollient skin preparations,cutaneous,2.27800110000e+16,88,13020102,1,,,,,,,,,,
63564,generic cetraben lotion,,emollient skin preparations,,2.39462110000e+16,25,13020102,1,,,,,,,,,,
18896,eucerin dry skin relief soothing spray (beiersdorf uk ltd),,emollient skin preparations,route of administration not applicable,7538611000001101,368,13020102,1,,,,,,,,,,
7355,liquid paraffin 11% cream,liquid paraffin,emollient skin preparations,cutaneous,7661111000001104,8410,13020102,1,,,,,,,,,,
32574,white soft paraffin + 50%+50% ointment (j m loveridge ltd),white soft paraffin/liquid paraffin,emollient skin preparations,cutaneous,9.17150010000e+16,201,13020102,1,,,,,,,,,,
65070,elave intensive cream (ovelle pharmaceuticals),,emollient skin preparations,,2.98363110000e+16,54,13020102,1,,,,,,,,,,
59738,cetraben lotion (genus pharmaceuticals ltd),,emollient skin preparations,,2.39319110000e+16,7889,13020102,1,,,,,,,,,,
69698,dermasalve baby & infant cream (dermasalve ltd),,emollient skin preparations,route of administration not applicable,1.24225110000e+16,2,13020102,1,,,,,,,,,,
6003,emulsifying wax with yellow soft paraffin,liquid paraffin/emulsifying wax/yellow soft paraffin,emollient skin preparations,topical,3.05475001000e+17,10346,13020102,1,,,,,,,,,,
38772,dexeryl cream (pierre fabre dermo-cosmetique),,emollient skin preparations,,1.38227110000e+16,2259,13020102,1,,,,,,,,,,
2568,e45 cream (reckitt benckiser healthcare (uk) ltd),light liquid paraffin/methyl 4-hydroxybenzoate/propyl 4-hydroxybenzoate/white soft paraffin/hypoallergenic lanolin,emollient skin preparations,topical,4.82150010000e+16,40365,13020102,1,,,,,,,,,,
16288,paraffin & wool fat with cetostearyl alcohol,cetostearyl alcohol/hard paraffin/wool fat/white soft paraffin,emollient skin preparations,topical,1.79085001000e+17,308,13020102,1,,,,,,,,,,
4899,aveeno cream (johnson & johnson ltd),,emollient skin preparations,route of administration not applicable,892711000001100,1136619,13020102,1,,,,,,,,,,
24080,glycerol liquid (j m loveridge ltd),glycerol,emollient skin preparations,cutaneous/oral,4216511000001106,111,13020102,1,,,,,,,,,,
47861,white soft paraffin solid (a a h pharmaceuticals ltd),white soft paraffin,emollient skin preparations,cutaneous,2875511000001108,102,13020102,1,,,,,,,,,,
22818,white soft paraffin with coconut oil & glycerol cream,glycerol/coconut oil fractionated/white soft paraffin,emollient skin preparations,topical,2.25335001000e+17,79,13020102,1,,,,,,,,,,
44201,evolve plus spray (intelligent therapeutics ltd),wool fat,emollient skin preparations,topical,2.61275001000e+17,10,13020102,1,,,,,,,,,,
11485,dimeticone with benzyl alcohol cream,dimeticone/benzyl alcohol,emollient skin preparations,topical,4.25750010000e+16,9,13020102,1,,,,,,,,,,
15899,emulsifying soap,white soft paraffin/emulsifying wax,emollient skin preparations,topical,6.45850010000e+16,836,13020102,1,,,,,,,,,,
2340,white soft paraffin solid,white soft paraffin,emollient skin preparations,cutaneous,1.46095110000e+16,88991,13020102,1,,,,,,,,,,
5099,urea 10% / lactic acid 5% cream,urea/lactic acid,emollient skin preparations,cutaneous,331533006,26403,13020102,1,,,,,,,,,,
69229,white soft paraffin 15% / liquid paraffin 6% cream,,emollient skin preparations,,3.36908110000e+16,109,13020102,1,,,,,,,,,,
15300,eucerin dry skin relief 5% face cream with urea (beiersdorf uk ltd),urea,emollient skin preparations,cutaneous,4232611000001100,8094,13020102,1,,,,,,,,,,
5693,aveeno lotion (johnson & johnson ltd),,emollient skin preparations,route of administration not applicable,450211000001109,128247,13020102,1,,,,,,,,,,
1108,unguentum merck cream (crookes healthcare ltd),liquid paraffin/white soft paraffin,emollient skin preparations,topical,3.30250010000e+16,229764,13020102,1,,,,,,,,,,
62247,imuderm emollient (clinisupplies ltd),,emollient skin preparations,,2.50353110000e+16,2613,13020102,1,,,,,,,,,,
62391,r1 gel 6g sachets (water-jel europe llp),,emollient skin preparations,,2.71480110000e+16,17,13020102,1,,,,,,,,,,
30800,aveeno 75ml cream (bioglan laboratories ltd),,emollient skin preparations,,1.32245001000e+17,146,13020102,1,,,,,,,,,,
50978,oilatum natural repair face cream (glaxosmithkline consumer healthcare),,emollient skin preparations,route of administration not applicable,1.42256110000e+16,419,13020102,1,,,,,,,,,,
62575,avene xeracalm a.d lipid-replenishing cream (pierre fabre dermo-cosmetique),,emollient skin preparations,,2.74862110000e+16,89,13020102,1,,,,,,,,,,
35756,white soft paraffin 5% lotion,white soft paraffin,emollient skin preparations,cutaneous,1.17885110000e+16,1422,13020102,1,,,,,,,,,,
62674,avene xeracalm a.d lipid-replenishing balm (pierre fabre dermo-cosmetique),,emollient skin preparations,,2.74869110000e+16,103,13020102,1,,,,,,,,,,
24969,vaseline dermacare lotion (elida faberge),,emollient skin preparations,,1.91985001000e+17,445,13020102,1,,,,,,,,,,
60026,generic aveeno lotion,,emollient skin preparations,route of administration not applicable,3392211000001101,7,13020102,1,,,,,,,,,,
49681,aveeno cream (mawdsley-brooks & company ltd),,emollient skin preparations,route of administration not applicable,1.62743110000e+16,39,13020102,1,,,,,,,,,,
72506,emcrem cream (glenmark pharmaceuticals europe ltd),,emollient skin preparations,,3.36886110000e+16,44,13020102,1,,,,,,,,,,
72010,pyrrolidone carboxylic acid cream,sodium pidolate,emollient skin preparations,,1.51755001000e+17,20,13020102,1,,,,,,,,,,
18169,lansinoh brand lanolin ointment (lansinoh (uk) ltd),wool fat,emollient skin preparations,cutaneous,9387711000001106,8609,13020102,1,,,,,,,,,,
78154,liquid paraffin in white soft paraffin 50%with50% ointment (pure health),white soft paraffin/liquid paraffin,emollient skin preparations,cutaneous,9.14150010000e+16,1,13020102,1,,,,,,,,,,
23137,emollient with hypoallergenic lanolin cream,dimeticone/isopropyl myristate/glycerol/hypoallergenic lanolin,emollient skin preparations,topical,2.24045001000e+17,51,13020102,1,,,,,,,,,,
8011,nutraplus 10% cream (galderma (uk) ltd),urea,emollient skin preparations,cutaneous,2966711000001106,8781,13020102,1,,,,,,,,,,
